work_id,Work category,State,Hon'ble Members of Parliament,Constituency,Work description,Recommended date,Sanction Date,sanction_amount,Work Status,total_disbursed,spending_percentage,vendor_count,expenditure_records,completion_date,completed,completion_days,expected_completion_days,elapsed_days,delay_days,completion_status,rule_score,ml_score,ml_flag,risk_score,risk_interval,risk_level,risk_reasons
WS/MP18112/2025-2026/144100,Normal/Others,Maharashtra,BALWANT BASWANT WANKHADE,AMRAVATI(SC),Construction of road At Bhiwapur Ta Tiosa,27-Sep-2024,15-May-2025,700000.0,Vendor Identification,694428.0,99.20400000000001,1.0,1.0,,False,,209.5,488.0,0.0,Ongoing beyond benchmark,60,82.26716179989636,ANOMALY,68.9,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP18133/2025-2026/148477,Normal/Others,Maharashtra,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,Construction of concrete road at Andharwadi.,02-Jan-2025,22-Apr-2025,700000.0,Physical Inspection,693280.0,99.03999999999999,1.0,1.0,,False,,209.5,511.0,0.0,Ongoing beyond benchmark,60,81.9401958839238,ANOMALY,68.8,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP18144/2024-2025/141587,Normal/Others,Odisha,MALVIKA DEVI,KALAHANDI,Construction of Walking step towards the Bisamagiri Dorki Temple.,20-Sep-2024,19-Nov-2024,600000.0,Vendor Identification,600000.0,100.0,1.0,1.0,,False,,209.5,665.0,0.0,Ongoing beyond benchmark,60,81.95874095849295,ANOMALY,68.8,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP18006/2024-2025/141549,Normal/Others,Andhra Pradesh,DAGGUMALLA PRASADA RAO,CHITTOOR,"Construction of CC Road from Bhaskara House to Ramesh House at Jinkalamitta ST Colony Village,  Damalacheruvu GP of Pakala Mandal, Chandragiri Constituency.",18-Sep-2024,28-Oct-2024,490000.0,Work Completed,468835.0,95.68061224489796,1.0,1.0,,False,,209.5,687.0,0.0,Ongoing beyond benchmark,60,81.79018849897902,ANOMALY,68.7,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP18112/2024-2025/136983,Normal/Others,Maharashtra,BALWANT BASWANT WANKHADE,AMRAVATI(SC),Construction of cremation shed at Lotwada Ta. Daryapur Dist Amravati,25-Aug-2024,13-Dec-2024,600000.0,Work partially Completed,600000.0,100.0,1.0,1.0,,False,,209.5,641.0,0.0,Ongoing beyond benchmark,60,80.43155962959922,ANOMALY,68.2,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP353/2024-2025/145372,Normal/Others,Kerala,Adv Dean Kuriakose,IDUKKI,"Construction of waiting shed at Minippady ward 7, Kothamangalam Municipality",04-Oct-2024,10-Dec-2024,500000.0,Work partially Completed,430969.0,86.1938,1.0,1.0,,False,,209.5,644.0,0.0,Ongoing beyond benchmark,60,79.49547641718345,ANOMALY,67.8,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP632/2025-2026/142067,Normal/Others,Kerala,Anto Antony,PATHANAMTHITTA,Interlock and Concreting of St. Mary’s Shrine – Anakkayam Road. (Thampalakkadu) in Kanjirappally Grama Panchayat.,20-Sep-2024,26-Apr-2025,496079.0,Physical Inspection,496079.0,100.0,1.0,1.0,,False,,209.5,507.0,0.0,Ongoing beyond benchmark,60,79.54346408757296,ANOMALY,67.8,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP18133/2025-2026/148915,Normal/Others,Maharashtra,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,Construction of Boundary Wall and laying of Paver Block at Vithlai Mandir at Hanumantwadi (Yevati),02-Jan-2025,13-May-2025,500000.0,Physical Inspection,498370.0,99.67399999999999,1.0,1.0,,False,,209.5,490.0,0.0,Ongoing beyond benchmark,60,79.5875225647836,ANOMALY,67.8,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP18321/2024-2025/143694,Trust and Society,Gujarat,SHOBHANABEN MAHENDRASINH BARAIYA,SABARKANTHA,Construction of new library room in secondary school at Kadoli,25-Sep-2024,19-Mar-2025,500000.0,Physical Inspection,500000.0,100.0,1.0,1.0,,False,,209.5,545.0,0.0,Ongoing beyond benchmark,60,79.00009841943152,ANOMALY,67.6,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP826/2024-2025/135523,Repair and Renovation,West Bengal,Raju Bista,DARJEELING,"Renovation of Community Hall at Amar Gram Bhaktay Busty, Sansad III, PO-Rajbari  Ref: Premendra Sampang Rai (9563149615), Member, Darjeeling-I GP",16-Aug-2024,05-Mar-2025,500000.0,Physical Inspection,497351.0,99.47019999999999,1.0,1.0,,False,,209.5,559.0,0.0,Ongoing beyond benchmark,60,78.55753376418349,ANOMALY,67.4,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP526/2024-2025/147605,Normal/Others,Andhra Pradesh,Y S Avinash Reddy,KADAPA,Gravelling the road from R&B road to Mariyamma Shed (Reach-1) of Mittamanupalli (H) of Mittamanupalli GP in S.Mydukur Mandal,16-Oct-2024,07-Jan-2025,495000.0,Physical Inspection,431498.0,87.17131313131313,1.0,1.0,,False,,209.5,616.0,0.0,Ongoing beyond benchmark,60,78.39615321207978,ANOMALY,67.4,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP526/2024-2025/147606,Normal/Others,Andhra Pradesh,Y S Avinash Reddy,KADAPA,Gravelling the road from R&B road to Mariyamma Shed (Reach-2) of Mittamanupalli (H) of Mittamanupalli GP in S.Mydukur Mandal,16-Oct-2024,07-Jan-2025,495000.0,Physical Inspection,453478.0,91.61171717171716,1.0,1.0,,False,,209.5,616.0,0.0,Ongoing beyond benchmark,60,78.39615321207978,ANOMALY,67.4,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP577/2025-2026/133567,Normal/Others,Gujarat,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),bhutodi game mohaniya  faliya ma c.c.road nu kam,17-Jul-2024,17-Oct-2025,245098.0,Physical Inspection,245098.0,100.0,1.0,1.0,,False,,209.5,333.0,0.0,Ongoing beyond benchmark,60,78.25540753447241,ANOMALY,67.3,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP577/2025-2026/133579,Normal/Others,Gujarat,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),bhutardi game bhuriya faliya ma c.c.road nu kam,17-Jul-2024,04-Oct-2025,247496.0,Physical Inspection,247496.0,100.0,1.0,1.0,,False,,209.5,346.0,0.0,Ongoing beyond benchmark,60,77.99134025947458,ANOMALY,67.2,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP479/2024-2025/138670,Normal/Others,West Bengal,Saumitra khan,BISHNUPUR(SC),Construction of Community Hall,03-Sep-2024,06-Jan-2025,450000.0,Vendor Identification,447996.0,99.55466666666666,1.0,1.0,,False,,209.5,617.0,0.0,Ongoing beyond benchmark,60,77.88098896866094,ANOMALY,67.2,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP577/2025-2026/133563,Normal/Others,Gujarat,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),chandawada game toranvali mahudi faliya ma c.c.road nu kam,17-Jul-2024,07-Oct-2025,245697.0,Physical Inspection,245356.0,99.8612111665995,1.0,1.0,,False,,209.5,343.0,0.0,Ongoing beyond benchmark,60,77.82626138726617,ANOMALY,67.1,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP18056/2024-2025/141637,Normal/Others,Gujarat,PARSHOTTAMBHAI RUPALA,RAJKOT,Pavar Block Road and Underground Drains at Village Meghpar,19-Sep-2024,04-Jan-2025,400000.0,Physical Inspection,400000.0,100.0,1.0,1.0,,False,,209.5,619.0,0.0,Ongoing beyond benchmark,60,77.17546565665218,ANOMALY,66.9,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP716/2024-2025/142661,Normal/Others,Punjab,Smt Harsimrat Kaur Badal,BHATINDA,Purchase of Gym Equipment,23-Sep-2024,22-Nov-2024,150000.0,Vendor Identification,150000.0,100.0,1.0,1.0,,False,,209.5,662.0,0.0,Ongoing beyond benchmark,60,76.80437439071825,ANOMALY,66.7,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP577/2024-2025/147090,Normal/Others,Gujarat,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),matva game  holi faliyama sarvjanik kuvanu kam,15-Oct-2024,27-Mar-2025,350000.0,Physical Inspection,350000.0,100.0,1.0,1.0,,False,,209.5,537.0,0.0,Ongoing beyond benchmark,60,76.48781321393406,ANOMALY,66.6,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP582/2025-2026/147364,Normal/Others,Gujarat,Prabhubhai Nagarbhai Vasava,BARDOLI(ST),"Divyang Hiteshbhai Chaudhari (resident of Kasal, Mandvi, Dist.Surat) at Kasal village, the work of electric scooter facility, Taluka Mandvi, Dist.Surat",15-Oct-2024,21-May-2025,75000.0,Physical Inspection,75000.0,100.0,1.0,1.0,,False,,209.5,482.0,0.0,Ongoing beyond benchmark,60,76.34521180059969,ANOMALY,66.5,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP577/2024-2025/140777,Normal/Others,Gujarat,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),GAMDI PURV GAME MAL NE JODTA RASTA PAR BE HARNA NALA NU KAM,20-Sep-2024,08-Jan-2025,250000.0,Physical Inspection,229400.0,91.75999999999999,1.0,1.0,,False,,209.5,615.0,0.0,Ongoing beyond benchmark,60,76.33484754196179,ANOMALY,66.5,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP18205/2024-2025/148363,Normal/Others,Uttar Pradesh,SANATAN PANDEY,BALLIA,Installation of Semi High Mast Lights at different places as per attached recommendation letter,21-Oct-2024,20-Mar-2025,216470.0,Vendor Identification,216409.0,99.9718205755994,1.0,1.0,,False,,209.5,544.0,0.0,Ongoing beyond benchmark,60,75.99764951253113,ANOMALY,66.4,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP18380/2024-2025/143214,Normal/Others,Uttar Pradesh,VINOD KUMAR BIND,BHADOHI,Gram Sabha Jagua Sodha me chaurahe par panchayat Bhawan ke pas,24-Sep-2024,22-Jan-2025,121500.0,Work partially Completed,118957.0,97.90699588477366,1.0,1.0,,False,,209.5,601.0,0.0,Ongoing beyond benchmark,60,75.99388986262571,ANOMALY,66.4,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP18380/2024-2025/143216,Normal/Others,Uttar Pradesh,VINOD KUMAR BIND,BHADOHI,Gram Sabha Tela ke Lalapur me Shayar mata Mandir ke pas sadak par,24-Sep-2024,22-Jan-2025,121500.0,Work partially Completed,118957.0,97.90699588477366,1.0,1.0,,False,,209.5,601.0,0.0,Ongoing beyond benchmark,60,75.99388986262571,ANOMALY,66.4,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP577/2024-2025/140763,Normal/Others,Gujarat,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),GAMDI GAME DEVAL FALIYA MA JATA SARKARI KOTAR PAR JAHER HITARTHE SANRKSHAN DIWAL NU KAM,20-Sep-2024,16-Mar-2025,250000.0,Physical Inspection,250000.0,100.0,1.0,1.0,,False,,209.5,548.0,0.0,Ongoing beyond benchmark,60,75.72598050647915,ANOMALY,66.3,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP577/2024-2025/133592,Normal/Others,Gujarat,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),kharva game bhuriya faliya ma c.c.road nu kam,17-Jul-2024,27-Mar-2025,249291.0,Physical Inspection,249291.0,100.0,1.0,1.0,,False,,209.5,537.0,0.0,Ongoing beyond benchmark,60,75.83459296975262,ANOMALY,66.3,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP577/2024-2025/138732,Normal/Others,Gujarat,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),navyuvak secondary highschool ma c.c.road nu kam 200 mtr,06-Sep-2024,31-Jan-2025,250000.0,Physical Inspection,250000.0,100.0,1.0,1.0,,False,,209.5,592.0,0.0,Ongoing beyond benchmark,60,75.66365146799502,ANOMALY,66.3,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP18380/2024-2025/143294,Normal/Others,Uttar Pradesh,VINOD KUMAR BIND,BHADOHI,Gram Sabha Sansaripur me Baijnath Uchchatar Madhyamik School par,24-Sep-2024,15-Jan-2025,121500.0,Work partially Completed,118957.0,97.90699588477366,1.0,1.0,,False,,209.5,608.0,0.0,Ongoing beyond benchmark,60,75.824338689729,ANOMALY,66.3,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP18353/2024-2025/138635,Normal/Others,West Bengal,RACHNA BANERJEE,HOOGHLY,Construction of (Community) Girls Sanitary Complex at Horal Belaboti  Balika Vidhyalaya,03-Sep-2024,04-Mar-2025,290242.0,Physical Inspection,290242.0,100.0,1.0,1.0,,False,,209.5,560.0,0.0,Ongoing beyond benchmark,60,75.72598050647915,ANOMALY,66.3,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP577/2024-2025/133600,Normal/Others,Gujarat,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),sahada game nishal faliya thi khaped faliya ne jodto c.c.road nu kam,17-Jul-2024,27-Mar-2025,249291.0,Physical Inspection,249291.0,100.0,1.0,1.0,,False,,209.5,537.0,0.0,Ongoing beyond benchmark,60,75.83459296975262,ANOMALY,66.3,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP577/2024-2025/133584,Normal/Others,Gujarat,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),vajelav game sarpanch faliya ma c.c.road nu kam,17-Jul-2024,27-Mar-2025,249291.0,Physical Inspection,249291.0,100.0,1.0,1.0,,False,,209.5,537.0,0.0,Ongoing beyond benchmark,60,75.83459296975262,ANOMALY,66.3,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP18380/2024-2025/144058,Normal/Others,Uttar Pradesh,VINOD KUMAR BIND,BHADOHI,Gram Sabha Kasrawe May Chak Auliya me Chaurahe par,27-Sep-2024,03-Jan-2025,121500.0,Work partially Completed,118957.0,97.90699588477366,1.0,1.0,,False,,209.5,620.0,0.0,Ongoing beyond benchmark,60,75.7976956452853,ANOMALY,66.3,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP18380/2024-2025/144027,Normal/Others,Uttar Pradesh,VINOD KUMAR BIND,BHADOHI,Gram Sabha Dhaurahara me Ajeet Pratap Pal ke Ghar ke pas,27-Sep-2024,03-Jan-2025,121500.0,Work partially Completed,118957.0,97.90699588477366,1.0,1.0,,False,,209.5,620.0,0.0,Ongoing beyond benchmark,60,75.7976956452853,ANOMALY,66.3,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP18380/2024-2025/144078,Normal/Others,Uttar Pradesh,VINOD KUMAR BIND,BHADOHI,Gram Sabha Kapsa me Ramleela Maidan par,27-Sep-2024,03-Jan-2025,121500.0,Work partially Completed,118957.0,97.90699588477366,1.0,1.0,,False,,209.5,620.0,0.0,Ongoing beyond benchmark,60,75.7976956452853,ANOMALY,66.3,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP577/2024-2025/133601,Normal/Others,Gujarat,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),nava faliya thi bamniya sudhi c.c.road nu kam,17-Jul-2024,27-Mar-2025,249291.0,Physical Inspection,249291.0,100.0,1.0,1.0,,False,,209.5,537.0,0.0,Ongoing beyond benchmark,60,75.83459296975262,ANOMALY,66.3,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP577/2024-2025/133597,Normal/Others,Gujarat,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),nimach game nichvas faliya ma c.c.road nu kam,17-Jul-2024,27-Mar-2025,249291.0,Physical Inspection,249291.0,100.0,1.0,1.0,,False,,209.5,537.0,0.0,Ongoing beyond benchmark,60,75.83459296975262,ANOMALY,66.3,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP334/2024-2025/144873,Normal/Others,Jharkhand,Shri Chandra Prakash Choudhary,GIRIDIH,Installation of mask light near atki chowk in atki panchayat,02-Oct-2024,18-Dec-2024,150000.0,Vendor Identification,149711.0,99.80733333333333,1.0,1.0,,False,,209.5,636.0,0.0,Ongoing beyond benchmark,60,75.40024241415765,ANOMALY,66.2,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP334/2024-2025/144879,Normal/Others,Jharkhand,Shri Chandra Prakash Choudhary,GIRIDIH,Installation of mask light in chegro panchayat: 1)Near mahadev pandit house  2)chegro mod mei go shala,02-Oct-2024,10-Feb-2025,300000.0,Vendor Identification,299420.0,99.80666666666667,1.0,1.0,,False,,209.5,582.0,0.0,Ongoing beyond benchmark,60,75.44673115922892,ANOMALY,66.2,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
WS/MP334/2024-2025/144899,Normal/Others,Jharkhand,Shri Chandra Prakash Choudhary,GIRIDIH,Installation of mask light in thakurchak panchayat: 1)Near bajrang bali mandir 2)Near masjid,02-Oct-2024,10-Feb-2025,300000.0,Vendor Identification,299420.0,99.80666666666667,1.0,1.0,,False,,209.5,582.0,0.0,Ongoing beyond benchmark,60,75.44673115922892,ANOMALY,66.2,60-70,HIGH,High spending but project is not completed | Project has remained ongoing significantly longer than the historical benchmark | Large proportion of funds disbursed while work remains incomplete
